date,pollutant,mean_value,neighborhood
2022-07-21,Ozone,0.065,Willowbrook
2022-07-21,PM2.5,9.9,Willowbrook
2020-07-22,Ozone,0.073,Willowbrook
2020-07-22,PM2.5,8.5,Willowbrook
2021-07-22,Ozone,0.033,Willowbrook
2021-07-22,PM2.5,3.4,Willowbrook
2022-07-22,Ozone,0.059,Willowbrook
2022-07-22,PM2.5,10.3,Willowbrook
2020-07-23,Ozone,0.055,Willowbrook
2020-07-23,PM2.5,5,Willowbrook
2021-07-23,Ozone,0.037,Willowbrook
2021-07-23,PM2.5,5.1,Willowbrook
2022-07-23,Ozone,0.065,Willowbrook
2022-07-23,PM2.5,12.1,Willowbrook
2020-07-24,Ozone,0.034,Willowbrook
2021-07-24,Ozone,0.05,Willowbrook
2021-07-24,PM2.5,7.5,Willowbrook
2022-07-24,Ozone,0.063,Willowbrook
2022-07-24,PM2.5,12.8,Willowbrook
2020-07-25,Ozone,0.055,Willowbrook
2020-07-25,PM2.5,6.4,Willowbrook
2021-07-25,Ozone,0.046,Willowbrook
2021-07-25,PM2.5,12.2,Willowbrook
2022-07-25,Ozone,0.043,Willowbrook
2022-07-25,PM2.5,13.6,Willowbrook
2020-07-26,Ozone,0.052,Willowbrook
2020-07-26,PM2.5,5,Willowbrook
2021-07-26,Ozone,0.055,Willowbrook
2021-07-26,PM2.5,26.2,Willowbrook
2022-07-26,Ozone,0.044,Willowbrook
2022-07-26,PM2.5,4.1,Willowbrook
2020-07-27,Ozone,0.059,Willowbrook
2020-07-27,PM2.5,8.8,Willowbrook
2021-07-27,Ozone,0.066,Willowbrook
2021-07-27,PM2.5,25.7,Willowbrook
2022-07-27,Ozone,0.058,Willowbrook
2022-07-27,PM2.5,6,Willowbrook
2020-07-28,Ozone,0.051,Willowbrook
2020-07-28,PM2.5,7.1,Willowbrook
2021-07-28,Ozone,0.054,Willowbrook
2021-07-28,PM2.5,11.9,Willowbrook
2022-07-28,Ozone,0.058,Willowbrook
2022-07-28,PM2.5,6.3,Willowbrook
2020-07-29,Ozone,0.059,Willowbrook
2020-07-29,PM2.5,6.4,Willowbrook
2021-07-29,Ozone,0.047,Willowbrook
2021-07-29,PM2.5,9.2,Willowbrook
2022-07-29,Ozone,0.046,Willowbrook
2022-07-29,PM2.5,6.6,Willowbrook
2020-07-30,Ozone,0.062,Willowbrook
2020-07-30,PM2.5,8.4,Willowbrook
2021-07-30,Ozone,0.04,Willowbrook
2021-07-30,PM2.5,4,Willowbrook
2022-07-30,Ozone,0.035,Willowbrook
2022-07-30,PM2.5,2.6,Willowbrook
2020-07-31,Ozone,0.05,Willowbrook
2020-07-31,PM2.5,3.9,Willowbrook
2021-07-31,Ozone,0.04,Willowbrook
2021-07-31,PM2.5,0.7,Willowbrook
2022-07-31,Ozone,0.035,Willowbrook
2022-07-31,PM2.5,2.9,Willowbrook
2020-08-01,Ozone,0.063,Willowbrook
2020-08-01,PM2.5,6.5,Willowbrook
2021-08-01,Ozone,0.046,Willowbrook
2021-08-01,PM2.5,4.1,Willowbrook
2022-08-01,Ozone,0.037,Willowbrook
2022-08-01,PM2.5,5.5,Willowbrook
2020-08-02,Ozone,0.033,Willowbrook
2020-08-02,PM2.5,7.3,Willowbrook
2021-08-02,Ozone,0.028,Willowbrook
2021-08-02,PM2.5,4.2,Willowbrook
2022-08-02,Ozone,0.051,Willowbrook
2020-08-03,Ozone,0.049,Willowbrook
2020-08-03,PM2.5,4.4,Willowbrook
2021-08-03,Ozone,0.035,Willowbrook
2021-08-03,PM2.5,6.3,Willowbrook
2022-08-03,Ozone,0.051,Willowbrook
2022-08-03,PM2.5,2.4,Willowbrook
2021-08-04,Ozone,0.041,Willowbrook
2021-08-04,PM2.5,6.3,Willowbrook
2022-08-04,Ozone,0.059,Willowbrook
2022-08-04,PM2.5,8.5,Willowbrook
2021-08-05,Ozone,0.059,Willowbrook
2021-08-05,PM2.5,5.9,Willowbrook
2022-08-05,Ozone,0.062,Willowbrook
2022-08-05,PM2.5,5.3,Willowbrook
2021-08-06,Ozone,0.067,Willowbrook
2021-08-06,PM2.5,11.1,Willowbrook
2022-08-06,Ozone,0.052,Willowbrook
2022-08-06,PM2.5,2.6,Willowbrook
2020-08-07,Ozone,0.045,Willowbrook
2020-08-07,PM2.5,8.6,Willowbrook
2021-08-07,Ozone,0.061,Willowbrook
2021-08-07,PM2.5,7.2,Willowbrook
2022-08-07,Ozone,0.035,Willowbrook
2022-08-07,PM2.5,2.2,Willowbrook
2020-08-08,Ozone,0.033,Willowbrook
2020-08-08,PM2.5,8.1,Willowbrook
2021-08-08,Ozone,0.054,Willowbrook
2021-08-08,PM2.5,5.3,Willowbrook
2022-08-08,Ozone,0.05,Willowbrook
2022-08-08,PM2.5,4.8,Willowbrook
2020-08-09,Ozone,0.039,Willowbrook
2020-08-09,PM2.5,7.6,Willowbrook
2021-08-09,Ozone,0.044,Willowbrook
2021-08-09,PM2.5,4.6,Willowbrook
2022-08-09,Ozone,0.051,Willowbrook
2022-08-09,PM2.5,6.3,Willowbrook
2020-08-10,Ozone,0.057,Willowbrook
2020-08-10,PM2.5,9.7,Willowbrook
2021-08-10,Ozone,0.046,Willowbrook
2021-08-10,PM2.5,6.2,Willowbrook
2022-08-10,Ozone,0.049,Willowbrook
2022-08-10,PM2.5,3.8,Willowbrook
2020-08-11,Ozone,0.036,Willowbrook
2020-08-11,PM2.5,7.9,Willowbrook
2021-08-11,Ozone,0.06,Willowbrook
2021-08-11,PM2.5,11.1,Willowbrook
2022-08-11,Ozone,0.061,Willowbrook
2022-08-11,PM2.5,6.3,Willowbrook
2020-08-12,Ozone,0.041,Willowbrook
2020-08-12,PM2.5,9.2,Willowbrook
2021-08-12,Ozone,0.054,Willowbrook
2021-08-12,PM2.5,11.3,Willowbrook
2022-08-12,Ozone,0.044,Willowbrook
2022-08-12,PM2.5,3.1,Willowbrook
2020-08-13,PM2.5,8.6,Willowbrook
2021-08-13,Ozone,0.075,Willowbrook
2021-08-13,PM2.5,6.4,Willowbrook
2022-08-13,Ozone,0.039,Willowbrook
2022-08-13,PM2.5,2.3,Willowbrook
2020-08-14,PM2.5,6.9,Willowbrook
2021-08-14,Ozone,0.045,Willowbrook
2021-08-14,PM2.5,5.6,Willowbrook
2022-08-14,Ozone,0.046,Willowbrook
2022-08-14,PM2.5,0.6,Willowbrook
2020-08-15,PM2.5,5.8,Willowbrook
2021-08-15,Ozone,0.059,Willowbrook
2021-08-15,PM2.5,4.1,Willowbrook
2022-08-15,Ozone,0.041,Willowbrook
2022-08-15,PM2.5,1.3,Willowbrook
2020-08-16,PM2.5,2.6,Willowbrook
2021-08-16,Ozone,0.043,Willowbrook
2021-08-16,PM2.5,6,Willowbrook
2022-08-16,Ozone,0.04,Willowbrook
2022-08-16,PM2.5,2.6,Willowbrook
2020-08-17,Ozone,0.04,Willowbrook
2020-08-17,PM2.5,3,Willowbrook
2021-08-17,Ozone,0.033,Willowbrook
2021-08-17,PM2.5,2.7,Willowbrook
2022-08-17,Ozone,0.03,Willowbrook
2022-08-17,PM2.5,2.1,Willowbrook
2020-08-18,Ozone,0.04,Willowbrook
2021-08-18,Ozone,0.028,Willowbrook
2021-08-18,PM2.5,2.6,Willowbrook
2022-08-18,Ozone,0.043,Willowbrook
2022-08-18,PM2.5,1.4,Willowbrook
2020-08-19,Ozone,0.032,Willowbrook
2020-08-19,PM2.5,6.8,Willowbrook
2021-08-19,PM2.5,-1.4,Willowbrook
2022-08-19,Ozone,0.056,Willowbrook
2022-08-19,PM2.5,5.7,Willowbrook
2020-08-20,Ozone,0.036,Willowbrook
2021-08-20,PM2.5,3.5,Willowbrook
2022-08-20,Ozone,0.051,Willowbrook
2022-08-20,PM2.5,7.8,Willowbrook
2020-08-21,Ozone,0.05,Willowbrook
2020-08-21,PM2.5,4.9,Willowbrook
2021-08-21,Ozone,0.038,Willowbrook
2021-08-21,PM2.5,3.8,Willowbrook
2022-08-21,Ozone,0.041,Willowbrook
2022-08-21,PM2.5,2.7,Willowbrook
2020-08-22,Ozone,0.044,Willowbrook
2020-08-22,PM2.5,5.9,Willowbrook
2021-08-22,Ozone,0.028,Willowbrook
2021-08-22,PM2.5,1.5,Willowbrook
2022-08-22,Ozone,0.035,Willowbrook
2022-08-22,PM2.5,0.4,Willowbrook
2020-08-23,Ozone,0.035,Willowbrook
2020-08-23,PM2.5,5,Willowbrook
2021-08-23,Ozone,0.029,Willowbrook
2021-08-23,PM2.5,5.4,Willowbrook
2022-08-23,Ozone,0.052,Willowbrook
2022-08-23,PM2.5,2.6,Willowbrook
2020-08-24,Ozone,0.047,Willowbrook
2020-08-24,PM2.5,2.7,Willowbrook
2021-08-24,Ozone,0.048,Willowbrook
2021-08-24,PM2.5,9.3,Willowbrook
2022-08-24,Ozone,0.042,Willowbrook
2022-08-24,PM2.5,5,Willowbrook
2020-08-25,Ozone,0.052,Willowbrook
2020-08-25,PM2.5,6.9,Willowbrook
2021-08-25,Ozone,0.077,Willowbrook
2021-08-25,PM2.5,15.2,Willowbrook
2022-08-25,Ozone,0.054,Willowbrook
2022-08-25,PM2.5,9.1,Willowbrook
2020-08-26,Ozone,0.03,Willowbrook
2021-08-26,Ozone,0.074,Willowbrook
2021-08-26,PM2.5,14.6,Willowbrook
2022-08-26,Ozone,0.053,Willowbrook
2022-08-26,PM2.5,15.9,Willowbrook
2020-08-27,Ozone,0.049,Willowbrook
2020-08-27,PM2.5,8.7,Willowbrook
2021-08-27,Ozone,0.074,Willowbrook
2021-08-27,PM2.5,11.8,Willowbrook
2022-08-27,Ozone,0.061,Willowbrook
2022-08-27,PM2.5,15.9,Willowbrook
2020-08-28,Ozone,0.039,Willowbrook
2020-08-28,PM2.5,4.9,Willowbrook
2021-08-28,Ozone,0.026,Willowbrook
2021-08-28,PM2.5,3.4,Willowbrook
2022-08-28,Ozone,0.042,Willowbrook
2022-08-28,PM2.5,9.9,Willowbrook
2020-08-29,Ozone,0.031,Willowbrook
2020-08-29,PM2.5,1.7,Willowbrook
2021-08-29,Ozone,0.03,Willowbrook
2021-08-29,PM2.5,1.9,Willowbrook
2022-08-29,Ozone,0.038,Willowbrook
2022-08-29,PM2.5,8.3,Willowbrook
2020-08-30,Ozone,0.027,Willowbrook
2020-08-30,PM2.5,0.1,Willowbrook
2021-08-30,Ozone,0.048,Willowbrook
2021-08-30,PM2.5,7,Willowbrook
2020-08-31,Ozone,0.027,Willowbrook
2020-08-31,PM2.5,2.2,Willowbrook
2021-08-31,Ozone,0.045,Willowbrook
2021-08-31,PM2.5,7.3,Willowbrook
2022-08-31,Ozone,0.034,Willowbrook
2022-08-31,PM2.5,2.4,Willowbrook
2020-09-01,Ozone,0.029,Willowbrook
2020-09-01,PM2.5,1.3,Willowbrook
2021-09-01,Ozone,0.032,Willowbrook
2021-09-01,PM2.5,7.6,Willowbrook
2022-09-01,Ozone,0.043,Willowbrook
2022-09-01,PM2.5,3.2,Willowbrook
2020-09-02,Ozone,0.029,Willowbrook
2020-09-02,PM2.5,2.6,Willowbrook
2021-09-02,Ozone,0.028,Willowbrook
2022-09-02,Ozone,0.037,Willowbrook
2020-09-03,Ozone,0.051,Willowbrook
2020-09-03,PM2.5,4,Willowbrook
2021-09-03,Ozone,0.016,Willowbrook
2022-09-03,Ozone,0.043,Willowbrook
2022-09-03,PM2.5,0.2,Willowbrook
2020-09-04,Ozone,0.036,Willowbrook
2020-09-04,PM2.5,4.8,Willowbrook
2021-09-04,Ozone,0.028,Willowbrook
2022-09-04,Ozone,0.047,Willowbrook
2022-09-04,PM2.5,3.2,Willowbrook
2020-09-05,Ozone,0.037,Willowbrook
2020-09-05,PM2.5,1.9,Willowbrook
2021-09-05,Ozone,0.034,Willowbrook
2022-09-05,Ozone,0.045,Willowbrook
2022-09-05,PM2.5,6,Willowbrook
2020-09-06,Ozone,0.051,Willowbrook
2020-09-06,PM2.5,5.8,Willowbrook
2021-09-06,Ozone,0.044,Willowbrook
2022-09-06,Ozone,0.029,Willowbrook
2022-09-06,PM2.5,2.1,Willowbrook
2020-09-07,Ozone,0.035,Willowbrook
2020-09-07,PM2.5,2.1,Willowbrook
2021-09-07,Ozone,0.046,Willowbrook
2022-09-07,Ozone,0.022,Willowbrook
2022-09-07,PM2.5,1.8,Willowbrook
2020-09-08,Ozone,0.033,Willowbrook
2020-09-08,PM2.5,3.3,Willowbrook
2021-09-08,Ozone,0.045,Willowbrook
2022-09-08,Ozone,0.041,Willowbrook
2022-09-08,PM2.5,3.4,Willowbrook
2020-09-09,Ozone,0.032,Willowbrook
2020-09-09,PM2.5,5,Willowbrook
2021-09-09,Ozone,0.026,Willowbrook
2022-09-09,Ozone,0.04,Willowbrook
2022-09-09,PM2.5,6.5,Willowbrook
2020-09-10,Ozone,0.023,Willowbrook
2020-09-10,PM2.5,0.1,Willowbrook
2021-09-10,Ozone,0.03,Willowbrook
2022-09-10,Ozone,0.046,Willowbrook
2022-09-10,PM2.5,7.1,Willowbrook
2020-09-11,Ozone,0.022,Willowbrook
2020-09-11,PM2.5,3,Willowbrook
2021-09-11,Ozone,0.042,Willowbrook
2022-09-11,Ozone,0.024,Willowbrook
2022-09-11,PM2.5,4.1,Willowbrook
2020-09-12,Ozone,0.028,Willowbrook
2020-09-12,PM2.5,0.4,Willowbrook
2021-09-12,Ozone,0.046,Willowbrook
2022-09-12,Ozone,0.036,Willowbrook
2022-09-12,PM2.5,4.3,Willowbrook
2020-09-13,Ozone,0.029,Willowbrook
2020-09-13,PM2.5,4.1,Willowbrook
2021-09-13,Ozone,0.043,Willowbrook
2022-09-13,Ozone,0.042,Willowbrook
2022-09-13,PM2.5,4.5,Willowbrook
2020-09-14,Ozone,0.027,Willowbrook
2020-09-14,PM2.5,2,Willowbrook
2021-09-14,Ozone,0.048,Willowbrook
2022-09-14,Ozone,0.037,Willowbrook
2022-09-14,PM2.5,6.3,Willowbrook
2020-09-15,Ozone,0.024,Willowbrook
2020-09-15,PM2.5,1.6,Willowbrook
2021-09-15,Ozone,0.047,Willowbrook
2022-09-15,Ozone,0.03,Willowbrook
2022-09-15,PM2.5,4.8,Willowbrook
2020-09-16,Ozone,0.03,Willowbrook
2020-09-16,PM2.5,2.6,Willowbrook
2021-09-16,Ozone,0.039,Willowbrook
2022-09-16,Ozone,0.033,Willowbrook
2020-09-17,Ozone,0.029,Willowbrook
2020-09-17,PM2.5,5.1,Willowbrook
2021-09-17,Ozone,0.022,Willowbrook
2022-09-17,Ozone,0.045,Willowbrook
2020-09-18,Ozone,0.025,Willowbrook
2020-09-18,PM2.5,5,Willowbrook
2021-09-18,Ozone,0.035,Willowbrook
2022-09-18,Ozone,0.051,Willowbrook
2020-09-19,Ozone,0.03,Willowbrook
2020-09-19,PM2.5,1.6,Willowbrook
2021-09-19,Ozone,0.036,Willowbrook
2022-09-19,Ozone,0.053,Willowbrook
2020-09-20,Ozone,0.03,Willowbrook
2020-09-20,PM2.5,2.2,Willowbrook
2021-09-20,Ozone,0.032,Willowbrook
2022-09-20,Ozone,0.03,Willowbrook
2022-09-20,PM2.5,3.9,Willowbrook
2020-09-21,Ozone,0.028,Willowbrook
2020-09-21,PM2.5,3.5,Willowbrook
2021-09-21,Ozone,0.03,Willowbrook
2022-09-21,Ozone,0.045,Willowbrook
2022-09-21,PM2.5,4.3,Willowbrook
2020-09-22,Ozone,0.036,Willowbrook
2020-09-22,PM2.5,1.9,Willowbrook
2021-09-22,Ozone,0.033,Willowbrook
2022-09-22,Ozone,0.025,Willowbrook
2022-09-22,PM2.5,4.5,Willowbrook
2020-09-23,Ozone,0.05,Willowbrook
2020-09-23,PM2.5,8.8,Willowbrook
2021-09-23,Ozone,0.032,Willowbrook
2022-09-23,Ozone,0.031,Willowbrook
2022-09-23,PM2.5,0.4,Willowbrook
2020-09-24,Ozone,0.037,Willowbrook
2020-09-24,PM2.5,14.4,Willowbrook
2021-09-24,Ozone,0.038,Willowbrook
2021-09-24,PM2.5,1.6,Willowbrook
2022-09-24,Ozone,0.029,Willowbrook
2022-09-24,PM2.5,2.7,Willowbrook
2020-09-25,Ozone,0.052,Willowbrook
2020-09-25,PM2.5,16,Willowbrook
2021-09-25,Ozone,0.048,Willowbrook
2021-09-25,PM2.5,5.6,Willowbrook
2022-09-25,Ozone,0.038,Willowbrook
2022-09-25,PM2.5,6.1,Willowbrook
2020-09-26,Ozone,0.044,Willowbrook
2020-09-26,PM2.5,5.4,Willowbrook
2021-09-26,Ozone,0.034,Willowbrook
2021-09-26,PM2.5,4.1,Willowbrook
2022-09-26,Ozone,0.039,Willowbrook
2022-09-26,PM2.5,4.1,Willowbrook
2020-09-27,Ozone,0.035,Willowbrook
2020-09-27,PM2.5,1.2,Willowbrook
2021-09-27,Ozone,0.047,Willowbrook
2021-09-27,PM2.5,5.2,Willowbrook
2022-09-27,Ozone,0.029,Willowbrook
2022-09-27,PM2.5,4.5,Willowbrook
2020-09-28,Ozone,0.033,Willowbrook
2020-09-28,PM2.5,2.2,Willowbrook
2021-09-28,Ozone,0.026,Willowbrook
2021-09-28,PM2.5,7.2,Willowbrook
2022-09-28,Ozone,0.021,Willowbrook
2022-09-28,PM2.5,3.2,Willowbrook
2020-09-29,Ozone,0.024,Willowbrook
2020-09-29,PM2.5,2.9,Willowbrook
2021-09-29,Ozone,0.025,Willowbrook
2021-09-29,PM2.5,1.8,Willowbrook
2022-09-29,Ozone,0.025,Willowbrook
2020-09-30,Ozone,0.033,Willowbrook
2020-09-30,PM2.5,1.5,Willowbrook
2021-09-30,Ozone,0.017,Willowbrook
2021-09-30,PM2.5,1.7,Willowbrook
2022-09-30,Ozone,0.022,Willowbrook
2020-10-01,Ozone,0.03,Willowbrook
2020-10-01,PM2.5,3.8,Willowbrook
2021-10-01,Ozone,0.023,Willowbrook
2021-10-01,PM2.5,2.7,Willowbrook
2022-10-01,Ozone,0.022,Willowbrook
2020-10-02,Ozone,0.03,Willowbrook
2020-10-02,PM2.5,2.8,Willowbrook
2021-10-02,Ozone,0.041,Willowbrook
2021-10-02,PM2.5,7.1,Willowbrook
2022-10-02,Ozone,0.024,Willowbrook
2020-10-03,Ozone,0.031,Willowbrook
2020-10-03,PM2.5,2.5,Willowbrook
2021-10-03,Ozone,0.045,Willowbrook
2021-10-03,PM2.5,14.2,Willowbrook
2022-10-03,Ozone,0.018,Willowbrook
2020-10-04,Ozone,0.039,Willowbrook
2020-10-04,PM2.5,4.6,Willowbrook
2021-10-04,Ozone,0.024,Willowbrook
2021-10-04,PM2.5,10.7,Willowbrook
2022-10-04,Ozone,0.013,Willowbrook
2022-10-04,PM2.5,2.1,Willowbrook
2020-10-05,Ozone,0.037,Willowbrook
2020-10-05,PM2.5,5.6,Willowbrook
2021-10-05,Ozone,0.01,Willowbrook
2021-10-05,PM2.5,3.7,Willowbrook
2022-10-05,PM2.5,2,Willowbrook
2020-10-06,Ozone,0.043,Willowbrook
2020-10-06,PM2.5,5.2,Willowbrook
2021-10-06,Ozone,0.007,Willowbrook
2021-10-06,PM2.5,4.9,Willowbrook
2022-10-06,Ozone,0.03,Willowbrook
2020-10-07,Ozone,0.044,Willowbrook
2020-10-07,PM2.5,5.6,Willowbrook
2021-10-07,Ozone,0.036,Willowbrook
2021-10-07,PM2.5,8.5,Willowbrook
2022-10-07,Ozone,0.052,Willowbrook
2020-10-08,Ozone,0.027,Willowbrook
2020-10-08,PM2.5,2,Willowbrook
2021-10-08,Ozone,0.043,Willowbrook
2021-10-08,PM2.5,10.7,Willowbrook
2022-10-08,Ozone,0.024,Willowbrook
2020-10-09,Ozone,0.04,Willowbrook
2020-10-09,PM2.5,3.5,Willowbrook
2021-10-09,Ozone,0.031,Willowbrook
2021-10-09,PM2.5,6.1,Willowbrook
2022-10-09,Ozone,0.036,Willowbrook
2020-10-10,Ozone,0.032,Willowbrook
2020-10-10,PM2.5,5.9,Willowbrook
2021-10-10,Ozone,0.023,Willowbrook
2021-10-10,PM2.5,3.2,Willowbrook
2022-10-10,Ozone,0.039,Willowbrook
2020-10-11,Ozone,0.029,Willowbrook
2020-10-11,PM2.5,7.3,Willowbrook
2021-10-11,Ozone,0.036,Willowbrook
2021-10-11,PM2.5,4.4,Willowbrook
2022-10-11,Ozone,0.042,Willowbrook
2020-10-12,Ozone,0.024,Willowbrook
2020-10-12,PM2.5,0.2,Willowbrook
2021-10-12,Ozone,0.038,Willowbrook
2021-10-12,PM2.5,4.7,Willowbrook
2022-10-12,Ozone,0.047,Willowbrook
2020-10-13,Ozone,0.017,Willowbrook
2020-10-13,PM2.5,0.3,Willowbrook
2021-10-13,Ozone,0.02,Willowbrook
2021-10-13,PM2.5,6.1,Willowbrook
2022-10-13,Ozone,0.036,Willowbrook
2022-10-13,PM2.5,2.7,Willowbrook
2020-10-14,Ozone,0.039,Willowbrook
2020-10-14,PM2.5,4.9,Willowbrook
2021-10-14,Ozone,0.032,Willowbrook
2021-10-14,PM2.5,5,Willowbrook
2022-10-14,PM2.5,8.4,Willowbrook
2020-10-15,Ozone,0.046,Willowbrook
2020-10-15,PM2.5,5,Willowbrook
2021-10-15,Ozone,0.044,Willowbrook
2021-10-15,PM2.5,9.2,Willowbrook
2022-10-15,Ozone,0.042,Willowbrook
2022-10-15,PM2.5,9.7,Willowbrook
2020-10-16,Ozone,0.027,Willowbrook
2020-10-16,PM2.5,1.8,Willowbrook
2021-10-16,Ozone,0.045,Willowbrook
2021-10-16,PM2.5,5.2,Willowbrook
2022-10-16,Ozone,0.024,Willowbrook
2022-10-16,PM2.5,7,Willowbrook
2020-10-17,Ozone,0.03,Willowbrook
2020-10-17,PM2.5,4.2,Willowbrook
2021-10-17,Ozone,0.025,Willowbrook
2021-10-17,PM2.5,1.8,Willowbrook
2022-10-17,Ozone,0.033,Willowbrook
2022-10-17,PM2.5,5.9,Willowbrook
2020-10-18,Ozone,0.034,Willowbrook
2020-10-18,PM2.5,7.6,Willowbrook
2021-10-18,Ozone,0.026,Willowbrook
2021-10-18,PM2.5,2,Willowbrook
2022-10-18,Ozone,0.021,Willowbrook
2022-10-18,PM2.5,3.1,Willowbrook
2020-10-19,Ozone,0.036,Willowbrook
2020-10-19,PM2.5,5.8,Willowbrook
2021-10-19,Ozone,0.033,Willowbrook
2021-10-19,PM2.5,3,Willowbrook
2022-10-19,Ozone,0.019,Willowbrook
2022-10-19,PM2.5,3.4,Willowbrook
2020-10-20,Ozone,0.029,Willowbrook
2020-10-20,PM2.5,3.1,Willowbrook
2021-10-20,Ozone,0.046,Willowbrook
2021-10-20,PM2.5,7.7,Willowbrook
2022-10-20,Ozone,0.032,Willowbrook
2022-10-20,PM2.5,3.8,Willowbrook
2020-10-21,Ozone,0.028,Willowbrook
2020-10-21,PM2.5,0.8,Willowbrook
2021-10-21,Ozone,0.049,Willowbrook
2021-10-21,PM2.5,10.8,Willowbrook
2022-10-21,Ozone,0.031,Willowbrook
2020-10-22,Ozone,0.021,Willowbrook
2020-10-22,PM2.5,7.3,Willowbrook
2021-10-22,Ozone,0.024,Willowbrook
2021-10-22,PM2.5,5.5,Willowbrook
2022-10-22,Ozone,0.044,Willowbrook
2020-10-23,Ozone,0.036,Willowbrook
2020-10-23,PM2.5,1,Willowbrook
2021-10-23,Ozone,0.022,Willowbrook
2021-10-23,PM2.5,3.5,Willowbrook
2022-10-23,Ozone,0.024,Willowbrook
2022-10-23,PM2.5,7.7,Willowbrook
2020-10-24,Ozone,0.021,Willowbrook
2020-10-24,PM2.5,2.3,Willowbrook
2021-10-24,Ozone,0.027,Willowbrook
2021-10-24,PM2.5,4.8,Willowbrook
2022-10-24,Ozone,0.008,Willowbrook
2022-10-24,PM2.5,3.7,Willowbrook
2020-10-25,Ozone,0.022,Willowbrook
2020-10-25,PM2.5,2.5,Willowbrook
2021-10-25,Ozone,0.039,Willowbrook
2021-10-25,PM2.5,4.9,Willowbrook
2022-10-25,Ozone,0.02,Willowbrook
2022-10-25,PM2.5,1,Willowbrook
2020-10-26,Ozone,0.014,Willowbrook
2020-10-26,PM2.5,3.6,Willowbrook
2021-10-26,Ozone,0.02,Willowbrook
2021-10-26,PM2.5,0,Willowbrook
2022-10-26,Ozone,0.016,Willowbrook
2022-10-26,PM2.5,2.5,Willowbrook
2020-10-27,Ozone,0.012,Willowbrook
2020-10-27,PM2.5,2.6,Willowbrook
2021-10-27,PM2.5,3.2,Willowbrook
2022-10-27,Ozone,0.028,Willowbrook
2022-10-27,PM2.5,4,Willowbrook
2020-10-28,Ozone,0.003,Willowbrook
2020-10-28,PM2.5,5.4,Willowbrook
2021-10-28,PM2.5,5.8,Willowbrook
2022-10-28,PM2.5,4.8,Willowbrook
2020-10-29,Ozone,0.022,Willowbrook
2020-10-29,PM2.5,1.5,Willowbrook
2021-10-29,Ozone,0.034,Willowbrook
2021-10-29,PM2.5,3,Willowbrook
2022-10-29,Ozone,0.021,Willowbrook
2022-10-29,PM2.5,6.9,Willowbrook
2020-10-30,Ozone,0.015,Willowbrook
2020-10-30,PM2.5,3.6,Willowbrook
2021-10-30,Ozone,0.031,Willowbrook
2021-10-30,PM2.5,5.5,Willowbrook
2022-10-30,Ozone,0.028,Willowbrook
2022-10-30,PM2.5,10.6,Willowbrook
2020-10-31,Ozone,0.028,Willowbrook
2020-10-31,PM2.5,5.2,Willowbrook
2021-10-31,Ozone,0.026,Willowbrook
2021-10-31,PM2.5,4.2,Willowbrook
2022-10-31,Ozone,0.03,Willowbrook
2022-10-31,PM2.5,9.2,Willowbrook
2020-11-01,Ozone,0.031,Willowbrook
2020-11-01,PM2.5,1.5,Willowbrook
2021-11-01,Ozone,0.028,Willowbrook
2021-11-01,PM2.5,4.7,Willowbrook
2022-11-01,PM2.5,6.5,Willowbrook
2020-11-02,Ozone,0.03,Willowbrook
2021-11-02,PM2.5,5.3,Willowbrook
2020-11-03,Ozone,0.026,Willowbrook
2021-11-03,PM2.5,4.1,Willowbrook
2022-11-03,PM2.5,9.2,Willowbrook
2020-11-04,Ozone,0.033,Willowbrook
2020-11-04,PM2.5,6.6,Willowbrook
2021-11-04,PM2.5,5.3,Willowbrook
2022-11-04,PM2.5,9.4,Willowbrook
2020-11-05,Ozone,0.031,Willowbrook
2020-11-05,PM2.5,6.9,Willowbrook
2022-11-05,PM2.5,4.5,Willowbrook
2020-11-06,PM2.5,9.7,Willowbrook
2021-11-06,PM2.5,5.9,Willowbrook
2022-11-06,PM2.5,5,Willowbrook
2020-11-07,PM2.5,14.6,Willowbrook
2021-11-07,PM2.5,9.8,Willowbrook
2022-11-07,PM2.5,5.2,Willowbrook
2020-11-08,PM2.5,21.5,Willowbrook
2021-11-08,PM2.5,10.1,Willowbrook
2022-11-08,PM2.5,4.1,Willowbrook
2020-11-09,PM2.5,19.8,Willowbrook
2021-11-09,PM2.5,12.3,Willowbrook
2022-11-09,PM2.5,4.3,Willowbrook
2020-11-10,PM2.5,7.7,Willowbrook
2021-11-10,PM2.5,10.2,Willowbrook
2022-11-10,PM2.5,7,Willowbrook
2020-11-11,PM2.5,1.3,Willowbrook
2021-11-11,PM2.5,6.3,Willowbrook
2022-11-11,PM2.5,5.4,Willowbrook
2020-11-12,PM2.5,1.9,Willowbrook
2021-11-12,PM2.5,3.6,Willowbrook
2022-11-12,PM2.5,6.9,Willowbrook
2020-11-13,PM2.5,4.1,Willowbrook
2021-11-13,PM2.5,4.4,Willowbrook
2022-11-13,PM2.5,5,Willowbrook
2020-11-14,PM2.5,7.1,Willowbrook
2021-11-14,PM2.5,3.9,Willowbrook
2022-11-14,PM2.5,3.9,Willowbrook
2020-11-15,PM2.5,4.9,Willowbrook
2021-11-15,PM2.5,3.9,Willowbrook
2022-11-15,PM2.5,5.3,Willowbrook
2020-11-16,PM2.5,4.6,Willowbrook
